sample_id,answer_changed,transition_group,stable_correct,broken,repaired,stable_wrong,stable_wrong_same,stable_wrong_different,gold_answer,baseline_answer,swap_answer,clean_numeric_trace,swap_numeric_trace,clean_numeric_count,swap_numeric_count,numeric_trace_edit_distance,numeric_trace_edit_distance_normalized,first_numeric_divergence_index,shared_numeric_prefix_length
mgsm_0053,True,broken,False,True,False,False,False,False,40,40,160,"[""6"", ""4"", ""60"", ""40"", ""60"", ""40"", ""6"", ""60"", ""4"", ""40"", ""360"", ""160"", ""520"", ""520"", ""12"", ""12"", ""12"", ""40"", ""480"", ""520"", ""480"", ""40"", ""40""]","[""1"", ""60"", ""40"", ""6"", ""4"", ""6"", ""60"", ""4"", ""40"", ""2"", ""12"", ""12"", ""40"", ""3"", ""1"", ""6"", ""60"", ""360"", ""4"", ""40"", ""160""]",23,21,16,0.6956521739130435,0,0
mgsm_0054,False,stable_wrong,False,False,False,True,True,False,40,33,33,"[""7"", ""7"", ""2"", ""14"", ""14"", ""7"", ""12"", ""33"", ""33"", ""33""]","[""7"", ""2"", ""14"", ""12"", ""14"", ""12"", ""7"", ""33"", ""33"", ""33""]",10,10,4,0.4,1,1
mgsm_0055,False,stable_correct,True,False,False,False,False,False,14,14,14,"[""30"", ""2"", ""30"", ""2"", ""28"", ""2"", ""28"", ""2"", ""14"", ""14"", ""14"", ""1"", ""30"", ""2"", ""30"", ""2"", ""28"", ""2"", ""2"", ""28"", ""2"", ""14"", ""14"", ""14""]","[""1"", ""30"", ""2"", ""30"", ""2"", ""28"", ""2"", ""2"", ""28"", ""2"", ""28"", ""2"", ""14"", ""14""]",24,14,12,0.5,0,0
mgsm_0056,False,stable_correct,True,False,False,False,False,False,3,3,3,"[""7"", ""7"", ""7"", ""14"", ""42"", ""14"", ""3"", ""3"", ""3""]","[""1"", ""7"", ""7"", ""7"", ""7"", ""14"", ""2"", ""42"", ""42"", ""14"", ""3"", ""3"", ""3""]",9,13,4,0.3076923076923077,0,0
mgsm_0057,True,repaired,False,False,True,False,False,False,83,82,83,"[""3755"", ""15"", ""5000"", ""3755"", ""15"", ""5000"", ""15"", ""5000"", ""3755"", ""15"", ""1245"", ""82.333"", ""82"", ""82"", ""82"", ""1"", ""2"", ""3755"", ""15"", ""3"", ""5000""]","[""1"", ""3755"", ""2"", ""5000"", ""3755"", ""1245"", ""3"", ""15"", ""1245"", ""15"", ""83"", ""83"", ""83""]",21,13,17,0.8095238095238095,0,0
mgsm_0058,False,stable_wrong,False,False,False,True,True,False,57,57.00,57.00,"[""25"", ""40"", ""0.25"", ""10"", ""40"", ""10"", ""3"", ""4"", ""57"", ""57"", ""57"", ""1"", ""40"", ""0.25"", ""10"", ""2"", ""40""]","[""40"", ""25"", ""25/100"", ""40"", ""10"", ""3"", ""4"", ""40"", ""10"", ""3"", ""4"", ""57"", ""57"", ""1"", ""25"", ""40"", ""25/100"", ""40"", ""10"", ""2"", ""40""]",17,21,9,0.42857142857142855,0,0
mgsm_0059,False,stable_correct,True,False,False,False,False,False,187,187,187,"[""1"", ""6"", ""2"", ""20"", ""3"", ""67"", ""6"", ""20"", ""67"", ""120"", ""67"", ""187"", ""187"", ""187""]","[""1"", ""6"", ""20"", ""2"", ""6"", ""20"", ""3"", ""2"", ""2"", ""6"", ""20"", ""67"", ""4"", ""120"", ""67"", ""5"", ""187""]",14,17,7,0.4117647058823529,2,2
mgsm_0060,True,broken,False,True,False,False,False,False,17,17,2,"[""1"", ""20"", ""25"", ""0.2"", ""25"", ""5"", ""2"", ""25"", ""1"", ""5"", ""2"", ""25"", ""8"", ""17"", ""17"", ""17"", ""1"", ""25"", ""1"", ""20"", ""25"", ""0.2"", ""25"", ""5"", ""2"", ""2"", ""25"", ""1"", ""5"", ""2"", ""17""]","[""1"", ""25"", ""2"", ""1"", ""25"", ""1/25"", ""4"", ""3"", ""1"", ""25"", ""1/25"", ""25"", ""1"", ""1"", ""4"", ""20"", ""20"", ""25"", ""5"", ""20/100"", ""25"", ""5"", ""5"", ""6"", ""2"", ""25"", ""2/25"", ""8"", ""7"", ""2"", ""2""]",31,31,22,0.7096774193548387,1,1
mgsm_0061,False,stable_correct,True,False,False,False,False,False,1430,1430,1430,"[""500"", ""800"", ""500"", ""800"", ""1300"", ""10"", ""1300"", ""10"", ""130"", ""1300"", ""130"", ""1430"", ""1430"", ""1"", ""500"", ""800"", ""1300"", ""2"", ""1300"", ""10"", ""130"", ""3"", ""1""]","[""500"", ""800"", ""1300"", ""1300"", ""10"", ""130"", ""1300"", ""130"", ""1430"", ""1430"", ""1430""]",23,11,13,0.5652173913043478,2,2
mgsm_0062,True,stable_wrong,False,False,False,True,False,True,25000,1904761.90,20,"[""30"", ""40"", ""30"", ""40"", ""-10"", ""10"", ""20"", ""20"", ""5"", ""10"", ""1"", ""5"", ""50000"", ""40"", ""2000000"", ""10"", ""2000000"", ""1"", ""5"", ""2000000"", ""1.05"", ""1904761.9""]","[""1"", ""40"", ""50000"", ""40"", ""40"", ""50000"", ""40"", ""2000000"", ""2"", ""20"", ""20"", ""5"", ""20"", ""50000"", ""5"", ""50000"", ""50000"", ""50000"", ""0.05"", ""50000"", ""2500"", ""52500"", ""3"", ""20"", ""30"", ""20"", ""10"", ""10"", ""20""]",22,29,22,0.7586206896551724,0,0
mgsm_0063,True,stable_wrong,False,False,False,True,False,True,1596,140,133,"[""140"", ""1/2"", ""70"", ""10"", ""90"", ""1/2"", ""35"", ""1/2"", ""90"", ""1/2"", ""140"", ""140"", ""140"", ""1"", ""140"", ""2"", ""1/2"", ""140"", ""70"", ""3"", ""10"", ""90""]","[""1"", ""50"", ""140"", ""140"", ""50"", ""70"", ""2"", ""90"", ""70"", ""90"", ""63"", ""3"", ""1"", ""2"", ""70"", ""63"", ""133"", ""133""]",22,18,18,0.8181818181818182,0,0
mgsm_0064,True,stable_wrong,False,False,False,True,False,True,300,0.46,480,"[""100"", ""4"", ""12"", ""100"", ""4"", ""12"", ""104"", ""0.1154"", ""12"", ""100"", ""0.1154"", ""12"", ""11.54"", ""0.46""]","[""1"", ""2"", ""12"", ""4"", ""12"", ""4"", ""8"", ""3"", ""60"", ""8"", ""480"", ""480""]",14,12,11,0.7857142857142857,0,0
mgsm_0065,True,stable_wrong,False,False,False,True,False,True,36,12,84,"[""1"", ""2"", ""1"", ""2"", ""1"", ""3"", ""2"", ""4"", ""4"", ""3"", ""4"", ""12"", ""12"", ""12""]","[""1"", ""2"", ""1"", ""7"", ""2"", ""7"", ""14"", ""1"", ""7"", ""7"", ""2"", ""4"", ""4"", ""14"", ""4"", ""56"", ""4"", ""7"", ""4"", ""28"", ""3"", ""56"", ""28"", ""84"", ""84""]",14,25,16,0.64,3,3
mgsm_0066,True,stable_wrong,False,False,False,True,False,True,48,44,28,"[""5"", ""5"", ""10"", ""10"", ""1"", ""11"", ""4"", ""11"", ""44"", ""44"", ""44""]","[""5"", ""2"", ""3"", ""7"", ""4"", ""7"", ""4"", ""28"", ""28"", ""28""]",11,10,9,0.8181818181818182,1,1
mgsm_0067,True,repaired,False,False,True,False,False,False,595,1225,595,"[""2"", ""2"", ""175"", ""2"", ""2"", ""175"", ""350"", ""2"", ""350"", ""700"", ""175"", ""350"", ""700"", ""1225"", ""1225"", ""1225""]","[""175"", ""35"", ""1"", ""175"", ""2"", ""35"", ""3"", ""2"", ""1"", ""35"", ""175"", ""35"", ""140"", ""2"", ""2"", ""2"", ""140"", ""280"", ""175"", ""140"", ""280"", ""595""]",16,22,17,0.7727272727272727,0,0
mgsm_0068,False,stable_correct,True,False,False,False,False,False,36,36,36,"[""60"", ""2"", ""2"", ""60"", ""120"", ""60"", ""120"", ""180"", ""5"", ""5"", ""5"", ""180"", ""5"", ""36"", ""36"", ""36"", ""1"", ""60"", ""2"", ""2"", ""60"", ""120""]","[""60"", ""2"", ""60"", ""120"", ""60"", ""120"", ""180"", ""5"", ""180"", ""180"", ""5"", ""36"", ""36"", ""36""]",22,14,9,0.4090909090909091,2,2
mgsm_0069,True,broken,False,True,False,False,False,False,60,60,140,"[""5"", ""8"", ""100"", ""40"", ""100"", ""100"", ""40"", ""60"", ""60"", ""60"", ""1"", ""8"", ""2"", ""3"", ""4"", ""5"", ""60""]","[""1"", ""2"", ""5"", ""8"", ""8"", ""8"", ""5"", ""40"", ""3"", ""8"", ""100"", ""4"", ""40"", ""100"", ""5"", ""6"", ""100"", ""40"", ""7"", ""140"", ""140""]",17,21,18,0.8571428571428571,0,0
mgsm_0070,True,stable_wrong,False,False,False,True,False,True,7425,1,9675,"[""5"", ""5"", ""5"", ""25"", ""5"", ""25"", ""5"", ""125"", ""15"", ""125"", ""125"", ""15"", ""1875"", ""8"", ""8"", ""1""]","[""5"", ""7"", ""5"", ""7"", ""35"", ""8"", ""35"", ""8"", ""43"", ""15"", ""43"", ""15"", ""645"", ""15"", ""645"", ""15"", ""9675"", ""9675""]",16,18,14,0.7777777777777778,1,1
mgsm_0071,False,stable_correct,True,False,False,False,False,False,60,60,60,"[""2"", ""20"", ""40"", ""20"", ""40"", ""60"", ""60"", ""60"", ""1"", ""20"", ""2"", ""20"", ""40"", ""2"", ""20"", ""40"", ""60"", ""60""]","[""1"", ""20"", ""2"", ""2"", ""20"", ""2"", ""60""]",18,7,12,0.6666666666666666,0,0
mgsm_0072,False,stable_correct,True,False,False,False,False,False,221,221,221,"[""3"", ""43"", ""43"", ""3"", ""129"", ""4"", ""23"", ""23"", ""4"", ""92"", ""129"", ""92"", ""221"", ""221"", ""221""]","[""3"", ""43"", ""43"", ""3"", ""129"", ""4"", ""23"", ""23"", ""4"", ""92"", ""129"", ""92"", ""221"", ""221"", ""221""]",15,15,0,0.0,,15
mgsm_0073,True,stable_wrong,False,False,False,True,False,True,255,1,260,"[""5"", ""150"", ""750"", ""750"", ""3"", ""250"", ""250"", ""250"", ""2"", ""5"", ""250"", ""5"", ""255"", ""250"", ""2"", ""5"", ""250"", ""5"", ""255"", ""250"", ""250"", ""255"", ""255"", ""250"", ""1""]","[""1"", ""5"", ""150"", ""750"", ""2"", ""750"", ""3"", ""250"", ""3"", ""250"", ""2"", ""250"", ""0.02"", ""5"", ""4"", ""1"", ""250"", ""3"", ""1"", ""5"", ""250"", ""2"", ""5"", ""260"", ""260""]",25,25,16,0.64,0,0
mgsm_0074,True,stable_wrong,False,False,False,True,False,True,88,85.55,1,"[""12"", ""2.74"", ""9"", ""1.87"", ""17"", ""2.12"", ""0"", ""1"", ""12"", ""2.74"", ""32.88"", ""2"", ""9"", ""1.87"", ""16.83"", ""3"", ""17"", ""2.12"", ""35.84"", ""32.88"", ""16.83"", ""35.84"", ""85.55""]","[""1"", ""12"", ""12"", ""2.74"", ""9"", ""9"", ""1.87"", ""17"", ""17"", ""2.12"", ""2"", ""3"", ""4"", ""1"", ""12"", ""12"", ""2.74"", ""32.88"", ""9"", ""9"", ""1.87"", ""16.83"", ""17"", ""1""]",23,24,16,0.6666666666666666,0,0
mgsm_0075,True,stable_wrong,False,False,False,True,False,True,60,8,4,"[""2"", ""4"", ""8"", ""16"", ""16/8"", ""4/8"", ""2/8"", ""1/8"", ""16"", ""16/8"", ""16"", ""4/8"", ""2/8"", ""1/8"", ""16/8"", ""16"", ""7/8"", ""16/8"", ""7/8"", ""16"", ""23/8"", ""16"", ""16"", ""8/23"", ""128/23"", ""128/23"", ""4"", ""16"", ""8""]","[""1"", ""4"", ""16"", ""2"", ""3"", ""1"", ""1"", ""2"", ""0"", ""16"", ""1"", ""16"", ""2"", ""2"", ""2"", ""1"", ""16"", ""2"", ""8"", ""3"", ""3"", ""2"", ""2"", ""16"", ""4"", ""4"", ""4"", ""4"", ""2"", ""3"", ""16"", ""8"", ""2"", ""4"", ""1"", ""2"", ""3"", ""4"", ""16"", ""8"", ""4"", ""2"", ""4"", ""30"", ""4""]",29,45,36,0.8,0,0
mgsm_0076,True,broken,False,True,False,False,False,False,5,5,6,"[""180"", ""1"", ""180"", ""180"", ""1"", ""180"", ""365"", ""365"", ""180"", ""365"", ""180"", ""185"", ""2"", ""185"", ""185"", ""2"", ""370"", ""180"", ""370"", ""550"", ""110"", ""550"", ""110"", ""5""]","[""1"", ""365"", ""2"", ""180"", ""365"", ""180"", ""180"", ""365"", ""365"", ""180"", ""185"", ""3"", ""180"", ""1"", ""180"", ""1"", ""180"", ""180"", ""4"", ""180"", ""180"", ""365"", ""180"", ""185"", ""5"", ""2"", ""185"", ""2"", ""185"", ""370"", ""6""]",24,31,24,0.7741935483870968,0,0
mgsm_0077,False,stable_correct,True,False,False,False,False,False,100,100,100,"[""4"", ""4"", ""400"", ""100"", ""400"", ""2"", ""200"", ""100"", ""200"", ""200"", ""100"", ""100"", ""100"", ""1"", ""4"", ""400"", ""4"", ""400"", ""4"", ""100"", ""2""]","[""4"", ""400/4"", ""100"", ""400/2"", ""200"", ""200"", ""100"", ""100"", ""100""]",21,9,14,0.6666666666666666,1,1
mgsm_0078,True,stable_wrong,False,False,False,True,False,True,6,9,3,"[""18"", ""3"", ""3"", ""2.5"", ""18"", ""18"", ""3"", ""6"", ""6"", ""2.5"", ""15"", ""2"", ""2"", ""1"", ""18"", ""18"", ""2"", ""9"", ""9"", ""1"", ""9"", ""3"", ""2"", ""15"", ""9"", ""6""]","[""1"", ""18"", ""3"", ""2.5"", ""2.5"", ""3"", ""18"", ""2.5"", ""3"", ""18"", ""2"", ""1"", ""1"", ""2"", ""18"", ""1"", ""2"", ""18"", ""2"", ""2.5"", ""3"", ""0.8333"", ""18"", ""0.8333"", ""18"", ""14.9997"", ""1"", ""2"", ""0.5"", ""18"", ""0.5"", ""18"", ""9"", ""3""]",26,34,23,0.6764705882352942,0,0
mgsm_0079,False,stable_correct,True,False,False,False,False,False,70,70,70,"[""70"", ""0.7"", ""100"", ""0.7"", ""70"", ""70"", ""70"", ""1"", ""100"", ""2"", ""70"", ""3"", ""100"", ""0.7"", ""70"", ""70"", ""70""]","[""70"", ""0.7"", ""100"", ""0.7"", ""70"", ""70"", ""70""]",17,7,10,0.5882352941176471,7,7
mgsm_0080,True,broken,False,True,False,False,False,False,10,10,0,"[""24"", ""1/6"", ""1"", ""6"", ""24"", ""4"", ""4"", ""4"", ""8"", ""6"", ""8"", ""6"", ""14"", ""24"", ""14"", ""10"", ""10"", ""10""]","[""1"", ""24"", ""6"", ""4"", ""2"", ""4"", ""4"", ""8"", ""3"", ""8"", ""6"", ""6"", ""8"", ""12"", ""-4"", ""0""]",18,16,12,0.6666666666666666,0,0
mgsm_0081,False,stable_correct,True,False,False,False,False,False,17,17,17,"[""10"", ""21"", ""23"", ""54"", ""9"", ""54"", ""9"", ""45"", ""28"", ""45"", ""28"", ""17"", ""17"", ""1"", ""10"", ""21"", ""23"", ""10"", ""21"", ""23"", ""54"", ""2"", ""9"", ""54"", ""9"", ""45"", ""3"", ""28""]","[""10"", ""21"", ""23"", ""54"", ""9"", ""54"", ""9"", ""28"", ""17"", ""17""]",28,10,18,0.6428571428571429,7,7
mgsm_0082,False,stable_correct,True,False,False,False,False,False,623,623,623,"[""2"", ""4"", ""2"", ""125"", ""4"", ""2"", ""500"", ""2"", ""498"", ""125"", ""498"", ""623"", ""623"", ""623"", ""1"", ""4"", ""2"", ""4"", ""125"", ""2""]","[""2"", ""4"", ""2"", ""4"", ""125"", ""2"", ""500"", ""2"", ""498"", ""125"", ""498"", ""623"", ""623"", ""623""]",20,14,8,0.4,3,3
mgsm_0083,False,stable_correct,True,False,False,False,False,False,600,600,600,"[""3"", ""25"", ""3"", ""25"", ""75"", ""8"", ""75"", ""75"", ""8"", ""600"", ""600"", ""600""]","[""1"", ""3"", ""25"", ""3"", ""25"", ""2"", ""75"", ""75"", ""8"", ""75"", ""8"", ""3"", ""600""]",12,13,6,0.46153846153846156,0,0
mgsm_0084,False,stable_correct,True,False,False,False,False,False,15,15,15,"[""8"", ""8"", ""22"", ""2"", ""8"", ""22"", ""2"", ""30"", ""15"", ""15"", ""15"", ""1"", ""2"", ""22"", ""8"", ""22"", ""8"", ""3"", ""8"", ""22"", ""2"", ""8"", ""22"", ""2"", ""14"", ""7""]","[""1"", ""22"", ""2"", ""8"", ""22"", ""8"", ""22"", ""8"", ""2"", ""30"", ""2"", ""2"", ""2"", ""30"", ""2"", ""15"", ""15"", ""15""]",26,18,18,0.6923076923076923,0,0
mgsm_0085,True,stable_wrong,False,False,False,True,False,True,44,684,4,"[""4"", ""23"", ""34"", ""1"", ""2"", ""1"", ""12"", ""23"", ""34"", ""12"", ""23"", ""34"", ""12"", ""12"", ""23"", ""34"", ""2"", ""12"", ""12"", ""57"", ""2"", ""12"", ""684"", ""684""]","[""1"", ""23"", ""34"", ""34"", ""23"", ""11"", ""2"", ""11"", ""11"", ""1"", ""11"", ""3"", ""4""]",24,13,18,0.75,0,0
mgsm_0086,False,stable_correct,True,False,False,False,False,False,22,22,22,"[""1"", ""4"", ""2"", ""3"", ""3"", ""4"", ""12"", ""3"", ""1/2"", ""3"", ""1/2"", ""12"", ""6"", ""4"", ""12"", ""6"", ""22"", ""22"", ""22"", ""1"", ""4"", ""3"", ""2"", ""4"", ""3"", ""4"", ""12"", ""12"", ""2"", ""6"", ""3""]","[""1"", ""4"", ""2"", ""3"", ""4"", ""12"", ""3"", ""12"", ""2"", ""6"", ""4"", ""4"", ""12"", ""6"", ""22"", ""22""]",31,16,19,0.6129032258064516,4,4
mgsm_0087,True,stable_wrong,False,False,False,True,False,True,9360,879.46,798.60,"[""5"", ""10"", ""1.1"", ""10"", ""600"", ""1"", ""600"", ""1.1"", ""660"", ""10"", ""1"", ""660"", ""1"", ""0.1"", ""3"", ""660"", ""1.331"", ""879.46"", ""879.46""]","[""5"", ""600"", ""10"", ""1"", ""600"", ""1"", ""0.1"", ""3"", ""600"", ""1.1"", ""3"", ""600"", ""1.331"", ""798.6"", ""798.6"", ""798.6""]",19,16,14,0.7368421052631579,1,1
mgsm_0088,False,stable_correct,True,False,False,False,False,False,8000,8000,8000,"[""10"", ""10"", ""88000"", ""11"", ""88000"", ""8000"", ""8000"", ""8000"", ""1"", ""2"", ""10"", ""10"", ""3"", ""88000"", ""10"", ""88000"", ""4"", ""11"", ""88000"", ""5"", ""88000"", ""11""]","[""10"", ""10"", ""88000"", ""88000"", ""10"", ""88000"", ""11"", ""88000"", ""11"", ""88000"", ""11"", ""8000"", ""8000"", ""8000""]",22,14,14,0.6363636363636364,3,3
mgsm_0089,False,stable_wrong,False,False,False,True,True,False,24,18,18,"[""1/4"", ""16"", ""16"", ""1"", ""4"", ""4"", ""16"", ""4"", ""12"", ""0.75"", ""12"", ""0.75"", ""9"", ""2"", ""9"", ""2"", ""18"", ""18"", ""1"", ""16"", ""16"", ""1"", ""4"", ""4"", ""16"", ""4"", ""12""]","[""1/4"", ""16"", ""3/4"", ""12"", ""0.75"", ""12"", ""0.75"", ""9"", ""2"", ""9"", ""2"", ""18"", ""18""]",27,13,15,0.5555555555555556,2,2
mgsm_0090,True,repaired,False,False,True,False,False,False,225,300,225,"[""20"", ""10"", ""200"", ""20"", ""10"", ""2"", ""100"", ""200"", ""100"", ""300"", ""300"", ""300"", ""1"", ""10"", ""20"", ""20"", ""10"", ""200"", ""2""]","[""1"", ""10"", ""20"", ""10"", ""20"", ""200"", ""2"", ""10/2"", ""5"", ""5"", ""5"", ""5"", ""25"", ""3"", ""200"", ""25"", ""225"", ""225""]",19,18,16,0.8421052631578947,0,0
mgsm_0091,True,repaired,False,False,True,False,False,False,28,12,28,"[""1"", ""3"", ""2"", ""2"", ""3"", ""4"", ""2"", ""3"", ""4"", ""4"", ""3"", ""3"", ""4"", ""12""]","[""4"", ""2"", ""4"", ""2"", ""6"", ""3"", ""6"", ""18"", ""18"", ""6"", ""4"", ""28"", ""28""]",14,13,11,0.7857142857142857,0,0
mgsm_0092,True,repaired,False,False,True,False,False,False,4,11,4,"[""5"", ""2"", ""6"", ""10"", ""6"", ""10"", ""16"", ""5"", ""16"", ""5"", ""11"", ""11"", ""1"", ""4"", ""5"", ""2"", ""10"", ""1"", ""2"", ""5"", ""2"", ""1""]","[""1"", ""2"", ""10"", ""1"", ""10"", ""1"", ""11"", ""3"", ""5"", ""2"", ""11"", ""2"", ""11"", ""2"", ""9"", ""4"", ""9"", ""5"", ""5"", ""9"", ""5"", ""4"", ""4"", ""4""]",22,24,18,0.75,0,0
mgsm_0093,True,stable_wrong,False,False,False,True,False,True,36,2,1.1,"[""400"", ""400"", ""0.1"", ""2"", ""400"", ""1"", ""400"", ""400"", ""1.1"", ""2"", ""400"", ""400"", ""1.1"", ""2"", ""400"", ""1.1"", ""400"", ""1.1"", ""2"", ""440"", ""400"", ""1.1"", ""2"", ""40"", ""1.1"", ""2"", ""40"", ""2.2"", ""40"", ""2""]","[""400"", ""38"", ""400"", ""38"", ""400"", ""2"", ""400"", ""38"", ""2"", ""400"", ""36"", ""10"", ""110"", ""100"", ""10"", ""110"", ""1.1"", ""400"", ""36"", ""1.1""]",30,20,21,0.7,1,1
mgsm_0094,True,stable_wrong,False,False,False,True,False,True,348,30,168,"[""1"", ""2"", ""1"", ""2"", ""1"", ""2"", ""60"", ""60"", ""3"", ""12"", ""12"", ""2"", ""1"", ""2"", ""2"", ""4"", ""60"", ""4"", ""60"", ""60"", ""4"", ""15"", ""2"", ""2"", ""15"", ""30""]","[""2"", ""60"", ""60"", ""12"", ""12"", ""60"", ""2"", ""60"", ""12"", ""1"", ""2"", ""2"", ""60"", ""120"", ""2"", ""60"", ""120"", ""12"", ""168"", ""168"", ""168""]",26,21,18,0.6923076923076923,0,0
mgsm_0095,False,stable_correct,True,False,False,False,False,False,40,40,40,"[""200"", ""200"", ""2"", ""5"", ""80"", ""1"", ""2"", ""5"", ""3"", ""5"", ""200"", ""3"", ""5"", ""120"", ""2/3"", ""120"", ""1"", ""2"", ""3"", ""120"", ""1"", ""3"", ""40"", ""40""]","[""2/5"", ""2/5"", ""200"", ""80"", ""200"", ""200"", ""80"", ""120"", ""2/3"", ""2/3"", ""120"", ""80"", ""120"", ""80"", ""40"", ""40"", ""40""]",24,17,17,0.7083333333333334,0,0
mgsm_0096,False,stable_correct,True,False,False,False,False,False,3,3,3,"[""2/3"", ""9"", ""2"", ""3"", ""6"", ""9"", ""6"", ""3"", ""3"", ""3""]","[""1"", ""2/3"", ""2/3"", ""2/3"", ""9"", ""6"", ""2"", ""9"", ""6"", ""3"", ""3""]",10,11,6,0.5454545454545454,0,0
mgsm_0097,True,stable_wrong,False,False,False,True,False,True,12,256,22,"[""1/2"", ""1/16"", ""32"", ""256"", ""256"", ""256"", ""1"", ""3"", ""32"", ""2"", ""3"", ""3"", ""3"", ""3"", ""3"", ""2"", ""4"", ""32"", ""3"", ""2""]","[""1"", ""32"", ""32"", ""32"", ""2"", ""64"", ""2"", ""64"", ""16"", ""64"", ""64"", ""3"", ""21.33"", ""3"", ""22"", ""22""]",20,16,17,0.85,0,0
mgsm_0098,True,repaired,False,False,True,False,False,False,5,20,5,"[""1"", ""30"", ""2"", ""15"", ""3"", ""20"", ""15"", ""4"", ""5"", ""15"", ""30"", ""30"", ""5"", ""5"", ""20"", ""15"", ""20"", ""20""]","[""30"", ""15"", ""20"", ""15"", ""5"", ""15"", ""15"", ""30"", ""5"", ""25"", ""20"", ""25"", ""25"", ""20"", ""5"", ""5"", ""15"", ""5""]",18,18,12,0.6666666666666666,0,0
mgsm_0099,True,broken,False,True,False,False,False,False,58,58,20,"[""40"", ""1"", ""40"", ""1"", ""40"", ""18"", ""40"", ""2"", ""80"", ""2"", ""18"", ""80"", ""98"", ""40"", ""98"", ""40"", ""58"", ""58""]","[""40"", ""1"", ""40"", ""1"", ""40"", ""18"", ""2"", ""18"", ""2"", ""20"", ""40"", ""20"", ""20"", ""40"", ""-20"", ""-20""]",18,16,9,0.5,6,6
mgsm_0100,True,repaired,False,False,True,False,False,False,175,100,175,"[""20"", ""1/4"", ""20"", ""20"", ""1/4"", ""30"", ""10"", ""60"", ""10"", ""50"", ""20"", ""30"", ""50"", ""100"", ""100""]","[""1"", ""1/4"", ""20"", ""20"", ""1"", ""4"", ""20"", ""20"", ""5"", ""25"", ""2"", ""10"", ""60"", ""60"", ""10"", ""70"", ""3"", ""20"", ""25"", ""70"", ""60"", ""20"", ""25"", ""70"", ""60"", ""175"", ""175""]",15,27,20,0.7407407407407407,0,0
mgsm_0101,False,stable_correct,True,False,False,False,False,False,6,6,6,"[""4"", ""20"", ""7"", ""8"", ""4"", ""20"", ""7"", ""8"", ""39"", ""15"", ""39"", ""15"", ""24"", ""4"", ""24"", ""4"", ""6"", ""6"", ""6""]","[""1"", ""4"", ""20"", ""7"", ""8"", ""39"", ""2"", ""4"", ""3"", ""39"", ""15"", ""24"", ""4"", ""24"", ""4"", ""6"", ""6""]",19,17,8,0.42105263157894735,0,0
mgsm_0102,True,stable_wrong,False,False,False,True,False,True,26,7,2,"[""3"", ""4"", ""1"", ""1"", ""1"", ""1"", ""4"", ""3"", ""4"", ""7"", ""7""]","[""1"", ""6"", ""2"", ""4"", ""5"", ""20"", ""3"", ""2"", ""2"", ""1"", ""2""]",11,11,11,1.0,0,0
mgsm_0103,False,stable_correct,True,False,False,False,False,False,140,140,140,"[""3"", ""10"", ""42"", ""42"", ""3"", ""10"", ""14"", ""10"", ""140"", ""140"", ""140"", ""1"", ""42"", ""2"", ""10"", ""3"", ""3"", ""42"", ""10"", ""3"", ""42"", ""3""]","[""3"", ""10"", ""42"", ""42"", ""3"", ""10"", ""14"", ""10"", ""140"", ""140""]",22,10,12,0.5454545454545454,10,10
mgsm_0104,True,stable_wrong,False,False,False,True,False,True,500,134,0,"[""1"", ""4/5"", ""4"", ""5"", ""1000"", ""800"", ""2"", ""1000"", ""800"", ""200"", ""3"", ""1"", ""3"", ""200"", ""200"", ""3"", ""66.67"", ""66"", ""4"", ""200"", ""66"", ""134""]","[""1"", ""25"", ""1/4"", ""100"", ""25"", ""75"", ""75"", ""3/4"", ""3"", ""4"", ""2"", ""1/3"", ""1000"", ""1/3"", ""750"", ""250"", ""3"", ""1000"", ""750"", ""250"", ""0"", ""0""]",22,22,21,0.9545454545454546,1,1
mgsm_0105,False,stable_correct,True,False,False,False,False,False,20,20,20,"[""3"", ""5"", ""3"", ""5"", ""15"", ""15"", ""5"", ""20"", ""20"", ""1"", ""5"", ""2"", ""3"", ""3"", ""3"", ""5"", ""4"", ""3"", ""5""]","[""5"", ""3"", ""5"", ""15"", ""5"", ""15"", ""20"", ""20"", ""1"", ""5"", ""2"", ""3"", ""3"", ""5"", ""15"", ""3"", ""5"", ""15"", ""20"", ""20""]",19,20,8,0.4,0,0
mgsm_0106,True,stable_wrong,False,False,False,True,False,True,72,357,363,"[""5"", ""6"", ""4"", ""5"", ""6"", ""4"", ""120"", ""1"", ""120"", ""1"", ""119"", ""3"", ""119"", ""3"", ""357"", ""357"", ""1"", ""5"", ""6"", ""4"", ""120"", ""2"", ""120"", ""1"", ""119""]","[""5"", ""6"", ""4"", ""120"", ""1"", ""120"", ""1"", ""121"", ""121"", ""3"", ""363"", ""3"", ""363"", ""363""]",25,14,17,0.68,3,3
mgsm_0107,True,stable_wrong,False,False,False,True,False,True,3,2,1,"[""1"", ""1"", ""1"", ""30"", ""1"", ""2"", ""4"", ""1"", ""4"", ""3"", ""7"", ""4"", ""7"", ""4"", ""3"", ""4"", ""2"", ""1"", ""2"", ""1"", ""2""]","[""1"", ""2"", ""1"", ""2"", ""1"", ""30"", ""1.5"", ""2"", ""2"", ""1.5"", ""2"", ""2"", ""1.5"", ""2"", ""5.5"", ""2"", ""5.5"", ""2"", ""1.5"", ""2"", ""5.5"", ""2"", ""1.5"", ""2"", ""0"", ""1""]",21,26,18,0.6923076923076923,1,1
